Num_ID	Leaf	Num_ID.x	Directory	GSL_Plates_Run	GSL_Plate	HPLC_PlatePosition	HPLC_Plate	HPLC_Col	HPLC_Row	Plate_Pos	Exp_Tray.x	Geno1	Surface1	Iso1	Treatment	X3MSO	Q3MSO	X4MSO	Q4MSO	X5MSO	Q5MSO	X7MSO	Q7MSO	X4MT	Q4MT	X8MSO	Q8MSO	I3M	QI3M	X4MI3M	Q4MI3M	X6MSO	Q6MSO	X4OHI3M	Q_4OHI3M	P3m_like	QL_3MSO	QL_4MSO	QL_5MSO	QL_6MSO	QL_7MSO	QL_4MT	QL_8MSO	QL_I3M	QL_4MI3M	QL_4OHI3M	Num_ID.y	Genotype	IsoSur	Isolate	Surface	Image	Exp_Tray.y	Image_Num	Lesion.0.m.cx	Lesion.0.m.cy	Lesion.0.m.majoraxis	Lesion.0.m.eccentricity	Lesion.0.m.theta	Lesion.0.s.area	Lesion.0.s.perimeter	Lesion.0.s.radius.mean	Lesion.0.s.radius.sd	Lesion.0.s.radius.min	Lesion.Size	Leaf.Size	Lesion.Prop	Leaf.Grn	Leaf.Ylw	Lesion.Grn	Lesion.Ylw	LEFcm	LEScm	RemainLFcm	LESPropcm	LEFYlwcm	LEFGrncm	LesPercm
76	T12-m3451-U-01_05_16	163	CC_FEB42019-1DG-5201.D	P9P14	P09	P1-D-07	P1	D	7	GSL_P09-D-7	T12	m3451	U	01_05_16	Treatment	73.80943	0.000355231	1955.60535	0.006922237	48.3654	0.000162654	33.91951	0.000140533	301.59653	0.001027642	365.71646	0.001515217	0	0	31.15584	3.07E-05	0	0	0	0	34.61425	0.002841846	0.055377897	0.001301234	0	0.001124268	0.008221137	0.012121733	0	0.00024551	0	25	m3451	01_05_16-U	01_05_16	Up	T12_IMG_4102	T12	4102	1849.558974	918.825641	30.52380783	0.593625415	0.919364061	585	82	13.20065687	1.260154099	10.34919752	585	17036	0.034339047	14557	1830	53	284	2.141104788	0.073523497	2.067581291	4.32E-06	0.229996581	1.829541113	0.919282511
77	T12-m3451-U-02_04_12	141	CC_FEB42019-1BI-6601.D	P9P14	P09	P1-B-09	P1	B	9	GSL_P09-B-9	T12	m3451	U	02_04_12	Treatment	54.79317	0.000263709	850.8457	0.00301173	37.51926	0.000126178	22.76912	9.43E-05	50.15101	0.000170882	76.03157	0.00031501	23.59356	2.70E-05	23.87261	2.35E-05	0	0	0	0	73.92063	0.002109673	0.024093841	0.001009427	0	0.000754686	0.001367053	0.002520079	0.000215666	0.000188118	0	27	m3451	02_04_12-U	02_04_12	Up	T12_IMG_4102	T12	4102	2609.673537	916.4773289	74.87193394	0.558096442	-0.048993227	3639	200	33.63745952	2.595210342	29.36045299	3639	22603	0.160996328	13826	4990	1	1980	2.840771984	0.457353858	2.383418126	2.02E-05	0.627149148	1.737668161	2.242152466
78	T12-m3451-U-02_04_20	185	CC_FEB42019-1FE-3801.D	P9P14	P09	P1-F-05	P1	F	5	GSL_P09-F-5	T12	m3451	U	02_04_20	Treatment	46.53978	0.000223987	964.34137	0.00341347	25.81396	8.68E-05	14.01696	5.81E-05	69.68441	0.000237439	124.24231	0.000514754	0	0	30.29323	2.98E-05	0	0	0	0	11.29535	0.001791897	0.027307758	0.000694505	0	0.000464594	0.001899508	0.004118032	0	0.000238713	0	23	m3451	02_04_20-U	02_04_20	Up	T12_IMG_4102	T12	4102	1128.757251	908.127224	76.51194094	0.438462726	0.186292207	4103	215	35.68630364	2.109000736	30.86215169	4103	18191	0.225551097	8469	5024	47	916	2.286266565	0.515669931	1.770596634	2.83E-05	0.631422309	1.064394016	2.410313901
79	T12-m3451-U-Apple517	214	CC_FEB42019-1HJ-8001.D	P9P14	P09	P1-H-10	P1	H	10	GSL_P09-H-10	T12	m3451	U	Apple517	Treatment	53.94087	0.000259607	972.41785	0.003442058	38.5108	0.000129513	23.69943	9.82E-05	48.13678	0.000164018	100.40035	0.000415973	0	0	17.19799	1.69E-05	0	0	0	0	75.67567	0.002076858	0.027536463	0.001036104	0	0.000785522	0.001312147	0.003327786	0	0.000135521	0	29	m3451	Apple517-U	Apple517	Up	T12_IMG_4102	T12	4102	3317.674527	951.8877948	77.59768594	0.571698175	-0.181428047	3859	205	34.68629521	2.908341453	29.3156503	3859	23414	0.164815922	13572	5283	1043	2617	2.942699431	0.48500372	2.457695711	2.07E-05	0.663973738	1.705745139	2.298206278
80	T12-m3451-U-Ctrl	207	CC_FEB42019-1HC-2401.D	P9P14	P09	P1-H-03	P1	H	3	GSL_P09-H-3	T12	m3451	U	Ctrl	Control	70.92571	0.000341352	1117.87476	0.00395693	55.60493	0.000187001	50.85311	0.000210692	67.88537	0.000231309	169.98952	0.000704291	0	0	0	0	0	0	0	0	60.48327	0.002730816	0.031655443	0.001496008	0	0.001685535	0.001850469	0.005634331	0	0	0	21	m3451	Ctrl-U	Ctrl	Up	T12_IMG_4102	T12	4102	331	922	12.73994923	0.495091358	1.570796327	111	32	5.492489725	0.38086299	5	111	22225	0.004994376	20931	1073	0	111	2.793264494	0.013950612	2.779313881	6.28E-07	0.134855919	2.630633031	0.358744395
81	T12-tgg12-D-01_05_16	200	CC_FEB42019-1GH-6301.D	P9P14	P09	P1-G-08	P1	G	8	GSL_P09-G-8	T12	tgg12	D	01_05_16	Treatment	126.41993	0.000608435	2734.21484	0.009678273	85.16111	0.000286399	35.50596	0.000147106	67.6722	0.000230582	197.50589	0.000818296	1162.42456	0.001328197	439.12469	0.000432541	0	0	150.77753	0.000148517	61.47123	0.004867481	0.077426188	0.002291195	0	0.001176851	0.001844658	0.006546365	0.010625574	0.003460331	0.001188137	61	tgg12	01_05_16-D	01_05_16	Down	T12_IMG_4102	T12	4102	2319.440986	1938.862516	49.87673474	0.598847175	-0.588453427	1542	139	21.74605045	2.190627812	18.50066129	1542	25738	0.059911415	5135	18673	0	831	3.234782521	0.193800398	3.040982123	7.53E-06	2.346844899	0.645372921	1.558295964
82	T12-tgg12-D-02_04_12	178	CC_FEB42019-1EJ-7701.D	P9P14	P09	P1-E-10	P1	E	10	GSL_P09-E-10	T12	tgg12	D	02_04_12	Treatment	73.33813	0.000352963	1321.38318	0.004677287	47.63556	0.0001602	16.57019	6.87E-05	0	0	79.26105	0.00032839	479.88702	0.000548323	259.43961	0.00025555	0	0	0	0	48.02486	0.0028237	0.037418297	0.001281599	0	0.000549222	0	0.002627121	0.004386586	0.002044401	0	65	tgg12	02_04_12-D	02_04_12	Down	T12_IMG_4102	T12	4102	3020.554941	1926.824506	135.0985451	0.821402884	-0.033989487	7590	338	49.99414708	12.57209983	19.797295	7590	21440	0.354011194	3035	9278	995	4270	2.694604758	0.953920248	1.74068451	4.45E-05	1.1660701	0.381442418	3.789237668
83	T12-tgg12-D-02_04_20	127	CC_FEB42019-1AG-4901.D	P9P14	P09	P1-A-07	P1	A	7	GSL_P09-A-7	T12	tgg12	D	02_04_20	Treatment	15.25672	7.34E-05	505.84906	0.001790549	29.74234	0.000100024	12.91528	5.35E-05	0	0	32.60392	0.000135083	286.68298	0.000327567	176.3091	0.000173666	0	0	192.2554	0.000189373	30.68234	0.000587422	0.014324392	0.000800195	0	0.000428079	0	0.001080662	0.002620533	0.001389327	0.001514985	69	tgg12	02_04_20-D	02_04_20	Down	T12_IMG_4102	T12	4102	1570.467311	1972.847725	133.5928582	0.845278384	0.115823118	7342	327	48.91614345	11.4341315	26.81800685	7342	22490	0.326456203	2379	9826	274	4477	2.826570009	0.922751312	1.903818697	4.10E-05	1.234943393	0.298995556	3.665919283
84	T12-tgg12-D-Apple517	156	CC_FEB42019-1CL-9101.D	P9P14	P09	P1-C-12	P1	C	12	GSL_P09-C-12	T12	tgg12	D	Apple517	Treatment	87.54435	0.000421334	1192.9917	0.004222821	53.86047	0.000181134	39.87273	0.000165199	0	0	103.8055	0.000430081	566.21552	0.000646963	473.05698	0.000465965	0	0	159.92236	0.000157525	68.9557	0.003370675	0.033782568	0.001449075	0	0.001321588	0	0.00344065	0.005175704	0.00372772	0.001260199	62	tgg12	Apple517-D	Apple517	Down	T12_IMG_4102	T12	4102	3726.656675	1919.016533	122.5504071	0.822177199	0.124755547	6472	294	45.77240353	10.070601	28.61836625	6472	22657	0.285651234	3736	10803	615	5082	2.847558769	0.813408675	2.034150094	3.59E-05	1.357733918	0.469544934	3.295964126
85	T12-tgg12-D-Ctrl	149	CC_FEB42019-1CE-3501.D	P9P14	P09	P1-C-05	P1	C	5	GSL_P09-C-5	T12	tgg12	D	Ctrl	Control	128.28484	0.000617411	3231.33252	0.011437916	75.95777	0.000255448	42.97757	0.000178062	460.32483	0.001568484	475.737	0.001971048	1112.8269	0.001271526	416.49655	0.000410253	0	0	0	0	0	0.004939285	0.091503328	0.002043586	0	0.001424499	0.012547869	0.015768382	0.010172209	0.00328202	0	68	tgg12	Ctrl-D	Ctrl	Down	T12_IMG_4102	T12	4102	772	1919	10.64229425	4.06E-06	0	89	28	4.877472991	0.259615252	4.472135955	89	19405	0.004586447	2867	16138	0	0	2.438843532	0.011185626	2.427657906	5.76E-07	2.028243077	0.360327978	0.313901345
86	T12-tgg12-U-01_05_16	211	CC_FEB42019-1HG-5601.D	P9P14	P09	P1-H-07	P1	H	7	GSL_P09-H-7	T12	tgg12	U	01_05_16	Treatment	140.12718	0.000674406	3222.53638	0.01140678	85.96048	0.000289088	31.84948	0.000131957	73.22337	0.000249497	252.93857	0.001047961	1615.17896	0.001845518	404.58112	0.000398516	0	0	0	0	19.35149	0.005395245	0.091254243	0.002312701	0	0.001055656	0.001995976	0.008383691	0.014764145	0.003188126	0	66	tgg12	01_05_16-U	01_05_16	Up	T12_IMG_4102	T12	4102	1946.591549	1919.105634	42.68274648	0.704618854	0.745490634	994	109	17.63865485	2.484762008	13.00272223	994	23391	0.042494977	19242	2701	6	717	2.939808763	0.124927105	2.814881659	5.34E-06	0.3394649	2.418357498	1.221973094
87	T12-tgg12-U-02_04_12	189	CC_FEB42019-1FI-7001.D	P9P14	P09	P1-F-09	P1	F	9	GSL_P09-F-9	T12	tgg12	U	02_04_12	Treatment	90.6167	0.000436121	2019.48462	0.00714835	53.63083	0.000180362	20.90683	8.66E-05	149.24741	0.000508537	186.89398	0.000774329	914.19147	0.001044563	391.71967	0.000385847	0	0	0	0	11.02514	0.003488968	0.057186799	0.001442897	0	0.00069296	0.004068294	0.006194632	0.008356507	0.003086777	0	64	tgg12	02_04_12-U	02_04_12	Up	T12_IMG_4102	T12	4102	2665.733537	1908.968293	56.7979294	0.753011577	0.151254968	1640	147	22.70225183	3.651959713	16.19289126	1640	22966	0.07140991	18945	2091	93	1095	2.886394257	0.206117155	2.680277102	8.97E-06	0.262799373	2.381030184	1.647982063
88	T12-tgg12-U-02_04_20	138	CC_FEB42019-1BF-4201.D	P9P14	P09	P1-B-06	P1	B	6	GSL_P09-B-6	T12	tgg12	U	02_04_20	Treatment	81.82869	0.000393826	1638.93323	0.005801316	60.11753	0.000202177	24.30172	0.000100686	109.91847	0.00037453	136.23248	0.000564431	1029.34839	0.001176143	960.12463	0.000945731	0	0	0	0	36.08809	0.003150608	0.046410527	0.001617416	0	0.000805485	0.002996237	0.004515448	0.009409142	0.007565845	0	67	tgg12	02_04_20-U	02_04_20	Up	T12_IMG_4102	T12	4102	1169.250798	1940.568957	92.30222657	0.426292519	-0.191708224	5953	260	43.27165067	3.631596633	35.94722072	5953	30653	0.194206114	13543	9948	35	3699	3.85250558	0.748180136	3.104325444	2.44E-05	1.250276499	1.702100384	2.914798206
89	T12-tgg12-U-Apple517	167	CC_FEB42019-1DK-8401.D	P9P14	P09	P1-D-11	P1	D	11	GSL_P09-D-11	T12	tgg12	U	Apple517	Treatment	69.24648	0.00033327	1098.01123	0.00388662	59.44233	0.000199906	42.934	0.000177882	32.93648	0.000112226	102.76329	0.000425763	748.62122	0.000855381	316.36548	0.000311623	0	0	132.66988	0.000130681	73.40397	0.002666162	0.031092957	0.001599251	0	0.001423055	0.000897806	0.003406106	0.006843051	0.002492981	0.001045447	63	tgg12	Apple517-U	Apple517	Up	T12_IMG_4102	T12	4102	3350.386856	1901.633609	60.09856456	0.435586474	-0.557198698	2541	168	28.00523668	1.521173125	24.35733269	2541	22908	0.110921949	10690	9260	150	1988	2.879104748	0.319355909	2.559748839	1.39E-05	1.163807838	1.343531943	1.883408072
90	T12-tgg12-U-Ctrl	160	CC_FEB42019-1DD-2801.D	P9P14	P09	P1-D-04	P1	D	4	GSL_P09-D-4	T12	tgg12	U	Ctrl	Control	122.50671	0.000589602	2561.32861	0.00906631	72.26266	0.000243021	30.51119	0.000126412	255.78845	0.000871558	262.46045	0.001087412	1328.78027	0.001518276	424.49063	0.000418127	0	0	0	0	0	0.004716813	0.072530478	0.001944172	0	0.001011298	0.006972467	0.008699295	0.012146211	0.003345014	0	70	tgg12	Ctrl-U	Ctrl	Up	T12_IMG_4102	T12	4102	426	1990	10.64229425	4.06E-06	0	89	28	4.877472991	0.259615252	4.472135955	89	27081	0.003286437	25239	1345	89	0	3.403572362	0.011185626	3.392386736	4.13E-07	0.169041203	3.172067606	0.313901345
91	T15-Col0-D-01_03_04	374	CC_JAN292019-1HB-1701.D	P12P13	P12	P1-H-02	P1	H	2	GSL_P12-H-2	T15	Col0	D	01_03_04	Treatment	273.1908	0.001314816	2795.1394	0.009893928	78.8229	0.000265084	42.24359	0.000175021	32.01083	0.000109072	350.11734	0.001450587	1253.08728	0.001431789	376.09436	0.000370456	0	0	0	0	8.74694	0.010518525	0.07915142	0.00212067	0	0.001400171	0.000872574	0.011604697	0.011454311	0.002963648	0	10	Col0	01_03_04-D	01_03_04	Down	T15_IMG_4108	T15	4108	3929.960912	319.5488599	29.53305779	0.422345611	0.122862119	614	83	13.53731228	0.944225038	11.32622401	614	15325	0.040065253	4496	10119	0	319	1.926064268	0.077168252	1.848896016	5.04E-06	1.271767982	0.56506264	0.930493274
92	T15-Col0-D-B05_10	301	CC_JAN292019-1BA-0301.D	P12P13	P12	P1-B-01	P1	B	1	GSL_P12-B-1	T15	Col0	D	B05_10	Treatment	273.36942	0.001315675	2623.08057	0.009284893	89.9025	0.000302345	38.89456	0.000161146	45.68911	0.000155678	281.89737	0.001167942	1075.27283	0.001228616	553.80151	0.000545499	0	0	122.80563	0.000120965	9.21575	0.010525402	0.074279141	0.002418758	0	0.001289167	0.001245427	0.009343535	0.009828932	0.004363992	0.000967716	8	Col0	B05_10-D	B05_10	Down	T15_IMG_4108	T15	4108	3209.529652	346.797546	27.28116844	0.541762312	-0.814258012	489	73	12.07117759	0.923583687	10.54322969	489	18308	0.026709635	8875	8767	0	215	2.300971264	0.061458103	2.239513161	3.36E-06	1.101847011	1.11542058	0.81838565
93	T15-Col0-U-01_03_04	290	CC_JAN292019-1AB-1001.D	P12P13	P12	P1-A-02	P1	A	2	GSL_P12-A-2	T15	Col0	U	01_03_04	Treatment	311.07388	0.00149714	3761.50952	0.013314578	98.9274	0.000332696	54.46606	0.000225661	143.70782	0.000489662	495.9642	0.002054852	1648.55652	0.001883656	553.46442	0.000545167	14.95291	5.61E-05	0	0	0	0.011977117	0.106516627	0.002661567	0.000449168	0.001805287	0.003917292	0.016438815	0.015069245	0.004361336	0	9	Col0	01_03_04-U	01_03_04	Up	T15_IMG_4108	T15	4108	3561.298604	333.726101	39.27589458	0.629591275	-0.118443611	931	106	16.7933709	1.827306357	12.78495077	931	18411	0.050567595	16842	589	522	248	2.313916427	0.11700919	2.196907237	6.36E-06	0.074026222	2.116722637	1.188340807
94	T15-Cyp79-D-01_03_04	315	CC_JAN292019-1CC-2001.D	P12P13	P12	P1-C-03	P1	C	3	GSL_P12-C-3	T15	Cyp79	D	01_03_04	Treatment	0	0	232.52202	0.000823056	0	0	0	0	0	0	32.7904	0.000135855	0	0	0	0	0	0	0	0	58.05396	0	0.006584447	0	0	0	0	0.001086843	0	0	0	20	Cyp79	01_03_04-D	01_03_04	Down	T15_IMG_4108	T15	4108	3896.058464	1192.91336	101.4114164	0.843481202	-0.051189491	4259	243	37.20524442	8.527738167	24.17779948	4259	7654	0.556441077	1489	1340	3043	897	0.961963844	0.535276197	0.426687647	6.99E-05	0.168412797	0.187139295	2.724215247
95	T15-Cyp79-D-B05_10	337	CC_JAN292019-1EA-0601.D	P12P13	P12	P1-E-01	P1	E	1	GSL_P12-E-1	T15	Cyp79	D	B05_10	Treatment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	Cyp79	B05_10-D	B05_10	Down	T15_IMG_4108	T15	4108	3210.037019	1137.61546	105.7806657	0.712433107	0.086250621	6132	267	44.01296708	5.98026358	32.77904761	6132	8641	0.709640088	571	516	536	3682	1.086011181	0.77067707	0.315334111	8.92E-05	0.064851495	0.071763961	2.993273543
96	T15-Cyp79-U-01_03_04	326	CC_JAN292019-1DB-1301.D	P12P13	P12	P1-D-02	P1	D	2	GSL_P12-D-2	T15	Cyp79	U	01_03_04	Treatment	0	0	164.36577	0.000581804	0	0	0	0	0	0	20.13324	8.34E-05	0	0	0	0	0	0	0	0	0	0	0.004654431	0	0	0	0	0.00066732	0	0	0	29	Cyp79	01_03_04-U	01_03_04	Up	T15_IMG_4108	T15	4108	3547.715503	1147.367121	99.85478686	0.795014498	0.151648183	4696	249	38.76135922	7.118203421	26.73927099	4696	9281	0.505979959	3421	277	3978	553	1.166447144	0.590198878	0.576248266	6.36E-05	0.03481369	0.429955358	2.791479821
97	T15-MYB28-D-01_03_04	339	CC_JAN292019-1EC-2201.D	P12P13	P12	P1-E-03	P1	E	3	GSL_P12-E-3	T15	MYB28	D	01_03_04	Treatment	0	0	0	0	0	0	0	0	0	0	0	0	1384.76575	0.001582246	384.80081	0.000379032	0	0	107.57289	0.00010596	28.26413	0	0	0	0	0	0	0	0.012657967	0.003032256	0.000847681	53	MYB28	01_03_04-D	01_03_04	Down	T15_IMG_4108	T15	4108	3980.585486	1731.573186	36.52695721	0.60457444	1.390126602	813	101	15.69559228	2.009758443	10.57530032	813	23824	0.034125252	4753	17875	0	523	2.99422872	0.102178809	2.892049911	4.29E-06	2.246551308	0.597362706	1.132286996
98	T15-MYB28-D-B05_10	361	CC_JAN292019-1GA-0801.D	P12P13	P12	P1-G-01	P1	G	1	GSL_P12-G-1	T15	MYB28	D	B05_10	Treatment	0	0	0	0	0	0	0	0	0	0	0	0	1536.70239	0.00175585	349.37222	0.000344134	0	0	85.59074	8.43E-05	25.20223	0	0	0	0	0	0	0	0.0140468	0.002753076	0.000674461	59	MYB28	B05_10-D	B05_10	Down	T15_IMG_4108	T15	4108	3246.30156	1722.870884	45.40995031	0.696301522	0.130404281	1154	115	18.83790309	2.442492576	14.779327	1154	23911	0.048262306	7313	14723	0	617	3.005162983	0.145036096	2.860126888	6.07E-06	1.850404191	0.919106558	1.289237668
99	T15-MYB28-U-01_03_04	350	CC_JAN292019-1FB-1501.D	P12P13	P12	P1-F-02	P1	F	2	GSL_P12-F-2	T15	MYB28	U	01_03_04	Treatment	0	0	0	0	0	0	0	0	0	0	0	0	1562.87207	0.001785752	479.34848	0.000472162	0	0	0	0	19.71611	0	0	0	0	0	0	0	0.014286014	0.003777297	0	55	MYB28	01_03_04-U	01_03_04	Up	T15_IMG_4108	T15	4108	3650.713558	1701.763507	41.965796	0.689569043	0.854924446	981	112	17.41724616	2.484427639	13.20386896	981	29304	0.033476658	18474	9759	16	714	3.682961652	0.123293249	3.559668403	4.21E-06	1.226522753	2.321834342	1.255605381
100	T15-Pad3-D-01_03_04	327	CC_JAN292019-1DC-2101.D	P12P13	P12	P1-D-03	P1	D	3	GSL_P12-D-3	T15	Pad3	D	01_03_04	Treatment	96.49773	0.000464425	972.77911	0.003443337	34.78422	0.00011698	20.06307	8.31E-05	58.45917	0.00019919	129.76863	0.00053765	509.85806	0.000582568	346.50381	0.000341309	0	0	0	0	25.78373	0.003715402	0.027546693	0.000935843	0	0.000664994	0.001593523	0.004301203	0.004660547	0.002730473	0	41	Pad3	01_03_04-D	01_03_04	Down	T15_IMG_4108	T15	4108	3910.690625	1394.769271	61.38411682	0.750552213	0.197111608	1920	156	24.49421147	4.049723808	16.86785011	1920	14430	0.133056133	4083	7965	183	1354	1.813579601	0.241307889	1.572271713	1.67E-05	1.001050695	0.513156307	1.748878924
101	T15-Pad3-D-B05_10	349	CC_JAN292019-1FA-0701.D	P12P13	P12	P1-F-01	P1	F	1	GSL_P12-F-1	T15	Pad3	D	B05_10	Treatment	54.19521	0.000260831	292.26685	0.001034534	28.66983	9.64E-05	57.21873	0.000237066	0	0	79.34232	0.000328727	526.24683	0.000601294	203.81044	0.000200755	0	0	0	0	35.9744	0.00208665	0.008276273	0.00077134	0	0.001896524	0	0.002629814	0.004810355	0.00160604	0	42	Pad3	B05_10-D	B05_10	Down	T15_IMG_4108	T15	4108	3224.214897	1393.876319	111.2322126	0.851946095	-0.015408431	5021	261	40.63466929	9.46143272	25.98640892	5021	21141	0.237500591	4165	11139	840	2731	2.657026081	0.631045265	2.025980816	2.98E-05	1.399962798	0.523462165	2.926008969
102	T15-Pad3-U-01_03_04	338	CC_JAN292019-1EB-1401.D	P12P13	P12	P1-E-02	P1	E	2	GSL_P12-E-2	T15	Pad3	U	01_03_04	Treatment	160.28119	0.000771403	1556.97974	0.005511226	52.46582	0.000176444	30.43338	0.00012609	62.24594	0.000212093	187.47137	0.000776721	970.32391	0.001108701	612.67633	0.000603491	0	0	0	0	12.45741	0.006171224	0.044089807	0.001411553	0	0.001008719	0.001696745	0.00621377	0.008869607	0.00482793	0	44	Pad3	01_03_04-U	01_03_04	Up	T15_IMG_4108	T15	4108	3564.801853	1418.264433	59.11502842	0.857081786	-0.124743302	1403	138	21.3046545	5.019329116	13.87304978	1403	18562	0.075584528	14644	2479	270	955	2.332894287	0.176330712	2.156563575	9.50E-06	0.311563675	1.840475377	1.547085202
103	T15-m2829-D-01_03_04	291	CC_JAN292019-1AC-1801.D	P12P13	P12	P1-A-03	P1	A	3	GSL_P12-A-3	T15	m2829	D	01_03_04	Treatment	0	0	0	0	0	0	0	0	0	0	0	0	1643.63257	0.001878029	468.29013	0.00046127	0	0	0	0	9.54991	0	0	0	0	0	0	0	0.015024235	0.003690157	0	34	m2829	01_03_04-D	01_03_04	Down	T15_IMG_4108	T15	4108	3950.318117	697.2796006	45.73141567	0.899914146	-0.017122971	701	105	15.42287213	4.611634157	8.322158494	701	17788	0.03940859	7073	9480	10	451	2.235617044	0.088102516	2.147514529	4.95E-06	1.191457701	0.888943071	1.177130045
104	T15-m2829-D-B05_10	313	CC_JAN292019-1CA-0401.D	P12P13	P12	P1-C-01	P1	C	1	GSL_P12-C-1	T15	m2829	D	B05_10	Treatment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	m2829	B05_10-D	B05_10	Down	T15_IMG_4108	T15	4108	3242.082492	688.3754209	34.92577958	0.781654294	-0.094141108	594	85	13.43781846	2.383213442	9.377917078	594	22017	0.026979152	4908	15912	0	152	2.767122806	0.074654628	2.692468178	3.39E-06	1.999839128	0.616843291	0.952914798
105	T15-m2829-U-01_03_04	302	CC_JAN292019-1BB-1101.D	P12P13	P12	P1-B-02	P1	B	2	GSL_P12-B-2	T15	m2829	U	01_03_04	Treatment	0	0	0	0	0	0	0	0	0	0	0	0	1413.88452	0.001615517	626.56305	0.00061717	0	0	0	0	7.42373	0	0	0	0	0	0	0	0.012924138	0.004937358	0	32	m2829	01_03_04-U	01_03_04	Up	T15_IMG_4108	T15	4108	3639.012592	643.4889822	39.82699149	0.629670048	-0.046675428	953	108	17.01416713	1.936963472	13.51157229	953	29834	0.03194342	24127	4638	74	592	3.749572684	0.119774176	3.629798508	4.01E-06	0.582909369	3.032310121	1.210762332
106	T15-m3451-D-01_03_04	303	CC_JAN292019-1BC-1901.D	P12P13	P12	P1-B-03	P1	B	3	GSL_P12-B-3	T15	m3451	D	01_03_04	Treatment	149.37172	0.000718898	1317.93237	0.004665072	48.71044	0.000163815	31.03247	0.000128572	0	0	117.03632	0.000484899	33.91974	3.88E-05	13.79547	1.36E-05	0	0	0	0	26.4126	0.005751182	0.037320578	0.001310517	0	0.001028576	0	0.003879188	0.000310056	0.000108709	0	40	m3451	01_03_04-D	01_03_04	Down	T15_IMG_4108	T15	4108	3977.074797	930.499187	43.23167391	0.904242544	-0.05842364	615	98	14.2237636	4.2711415	7.370173012	615	14591	0.04214927	4376	9433	5	446	1.833814273	0.077293933	1.75652034	5.30E-06	1.185550685	0.549980896	1.098654709
107	T15-m3451-D-B05_10	325	CC_JAN292019-1DA-0501.D	P12P13	P12	P1-D-01	P1	D	1	GSL_P12-D-1	T15	m3451	D	B05_10	Treatment	132.26779	0.00063658	925.91211	0.003277442	46.92364	0.000157806	39.73751	0.000164638	14.1876	4.83E-05	121.69374	0.000504195	41.944	4.79E-05	27.93052	2.75E-05	0	0	83.09058	8.18E-05	26.46556	0.005092639	0.026219536	0.001262445	0	0.001317106	0.000386736	0.004033559	0.000383405	0.000220094	0.000654759	18	m3451	B05_10-D	B05_10	Down	T15_IMG_4108	T15	4108	3194.596829	872.1353899	64.71978701	0.69756484	0.032494281	2334	165	26.99660861	3.63814368	20.38586269	2334	16246	0.143666133	4228	9217	0	778	2.041816646	0.293339902	1.748476744	1.81E-05	1.158403547	0.53138008	1.849775785
108	T15-m3451-U-01_03_04	314	CC_JAN292019-1CB-1201.D	P12P13	P12	P1-C-02	P1	C	2	GSL_P12-C-2	T15	m3451	U	01_03_04	Treatment	245.55139	0.001181792	2489.02319	0.008810371	66.61682	0.000224034	47.35246	0.000196188	41.26034	0.000140588	261.61877	0.001083925	59.62238	6.81E-05	30.62496	3.02E-05	10.64731	4.00E-05	0	0	24.95472	0.009454339	0.070482968	0.001792275	0.000319833	0.001569505	0.001124704	0.008671397	0.000545001	0.000241327	0	19	m3451	01_03_04-U	01_03_04	Up	T15_IMG_4108	T15	4108	3582.49589	939.9109589	35.79662155	0.683490216	-0.420107866	730	93	14.91785136	1.820152212	11.78228229	730	17731	0.041170831	14513	2159	141	314	2.228453216	0.09174727	2.136705946	5.17E-06	0.271345694	1.82401114	1.042600897
109	T15-tgg12-D-01_03_04	351	CC_JAN292019-1FC-2301.D	P12P13	P12	P1-F-03	P1	F	3	GSL_P12-F-3	T15	tgg12	D	01_03_04	Treatment	0	0	152.1841	0.000538685	18.10017	6.09E-05	22.3845	9.27E-05	0	0	43.64051	0.000180809	203.34721	0.000232346	118.87128	0.000117089	0	0	0	0	37.27283	0	0.004309477	0.000486971	0	0.000741938	0	0.001446472	0.001858771	0.000936713	0	61	tgg12	01_03_04-D	01_03_04	Down	T15_IMG_4108	T15	4108	3924.241536	1945.166751	62.32836374	0.759879194	0.657067713	1979	154	25.06401549	3.8220574	18.6296438	1979	16569	0.119439918	2106	10542	20	900	2.082411671	0.248723079	1.833688592	1.50E-05	1.324931127	0.26468459	1.726457399
110	T15-tgg12-D-B05_10	373	CC_JAN292019-1HA-0901.D	P12P13	P12	P1-H-01	P1	H	1	GSL_P12-H-1	T15	tgg12	D	B05_10	Treatment	230.32599	0.001108515	2458.30737	0.008701646	60.41269	0.00020317	34.67412	0.00014366	91.76326	0.000312669	353.46332	0.00146445	699.13434	0.000798837	335.7515	0.000330718	0	0	0	0	0	0.008868123	0.069613172	0.001625358	0	0.001149279	0.00250135	0.0117156	0.006390698	0.002645744	0	65	tgg12	B05_10-D	B05_10	Down	T15_IMG_4108	T15	4108	3218.166869	1995.765777	63.36878329	0.833937046	-0.112200606	1648	156	23.22602423	5.481528546	13.6850387	1648	15873	0.103824104	5890	7776	0	843	1.994937562	0.207122605	1.787814957	1.30E-05	0.977296949	0.740262221	1.748878924
